BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Custom1
6,{978-1-4799-4939-7},ISI:000346420000005,"Kumar, Manoj; Sharma, Anubha & Agarwal, Sonali",Clinical Decision Support System for Diabetes Disease Diagnosis Using Optimized Neural Network,,,,,,2014,,"{Students Conference on Engineering and Systems (SCES), Allahabad, INDIA, MAY 28-30, 2014}",,{2014 STUDENTS CONFERENCE ON ENGINEERING AND SYSTEMS (SCES)},,,,,"{Information Technology is playing a game changing role in life of human    being. Healthcare is one of the prime concerns of every human being.    This research work is based on diabetes, a chronic disease which is very    common in all over the world. A decision support system may help doctors    for decision-making and it may also support to an individual to take    decision after filling the details of his or her diagnosis report. In    this research work, development of a decision support system based on    ant colony optimized neural network has been done which is hybrid of    feature selection with ant colony neural network A comparative analysis    of ant colony optimized neural network and hybrid ant colony optimized    neural network on the basis of sum of squared error is also performed in    this research work.}"
6,{978-1-4244-7929-0},ISI:000350044702114,"Chung, Jai Won; Kim, Won Jae; Choi, Soo Beom; Park, Jee Soo & Kim, Deok Won",Screening for pre-diabetes using support vector machine model,,,,,{2472-2475},2014,,"{36th Annual International Conference of the IEEE-Engineering-in-Medicine-and-Biology-Society (EMBC), Chicago, IL, AUG 26-30, 2014}",,{2014 36TH ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY (EMBC)},,,{IEEE Engineering in Medicine and Biology Society Conference Proceedings},,"{The global prevalence of diabetes is rapidly increasing. Studies support    screening and interventions for pre-diabetes, which results in serious    complications and diabetes. This study aimed at developing an    intelligence-based screening model for pre-diabetes that could assist    with decreasing the prevalence of diabetes through early identification    and subsequent interventions. Data from the Korean National Health and    Nutrition Examination Survey (KNHANES) were used, excluding subjects    with diabetes. The KNHANES 2010 data (n = 4,685) were used for training    and internal validation, while data from KNHANES 2011 (n = 4,566) were    used for external validation. We developed a model to screen for    pre-diabetes using support vector machine (SVM), and performed a    systematic evaluation of the SVM model using internal and external    validation. We compared the performance of the SVM model with that of a    screening score model based on logistic regression analysis for    pre-diabetes that had been developed previously. Backward elimination    logistic regression resulted in associations between pre-diabetes and    age, sex, waist circumference, body mass index, alcohol intake, family    history of diabetes, and hypertension. The areas under the curves (AUCs)    for the SVM model in the internal and external datasets were 0.761 and    0.731, respectively, while the AUCs for the screening score model were    0.734 and 0.712, respectively. The SVM model developed in this study    performed better than the screening score model that had been developed    previously and may be more effective for pre-diabetes screening.}"
6,{978-1-4673-5127-0},ISI:000350201500031,"Yan, Ke & Zhang, David",A Novel Breath Analysis System for Diabetes Diagnosis,,,,,{165-169},2012,,"{International Conference on Computerized Healthcare (ICCH), Hong Kong, PEOPLES R CHINA, DEC 17-18, 2012}",,{2012 INTERNATIONAL CONFERENCE ON COMPUTERIZED HEALTHCARE (ICCH)},,,,,"{A noninvasive breath analysis system for diabetes diagnosis is proposed    in this paper. It utilizes commercial chemical sensors to detect acetone    in human breath. The device is portable, fast and easy to operate.    Experiments with real breath samples from both inpatient and outpatient    diabetics validated the accuracy of this system. An optimal sensor array    for diabetes diagnosis is decided according to the classification    accuracy. We hope this system could contribute a step toward a practical    system that could be used for diabetes screening.}"
7,,ISI:000353331500011,"Sangi, Mohsen; Win, Khin Than; Shirvani, Farid; Namazi-Rad, Mohammad-Reza & Shukla, Nagesh",Applying a Novel Combination of Techniques to Develop a Predictive Model for Diabetes Complications,{PLOS ONE},{10},{4},{APR 22},,2015,,,,,,,,,"{Among the many related issues of diabetes management, its complications    constitute the main part of the heavy burden of this disease. The aim of    this paper is to develop a risk advisor model to predict the chances of    diabetes complications according to the changes in risk factors. As the    starting point, an inclusive list of (k) diabetes complications and (n)    their correlated predisposing factors are derived from the existing    endocrinology text books. A type of data meta-analysis has been done to    extract and combine the numeric value of the relationships between these    two. The whole n (risk factors) - k (complications) model was broken    down into k different (n-1) relationships and these (n-1) dependencies    were broken into n (1-1) models. Applying regression analysis (seven    patterns) and artificial neural networks (ANN), we created models to    show the (1-1) correspondence between factors and complications. Then    all 1-1 models related to an individual complication were integrated    using the naive Bayes theorem. Finally, a Bayesian belief network was    developed to show the influence of all risk factors and complications on    each other. We assessed the predictive power of the 1-1 models by R-2,    F-ratio and adjusted R-2 equations; sensitivity, specificity and    positive predictive value were calculated to evaluate the final model    using real patient data. The results suggest that the best fitted    regression models outperform the predictive ability of an ANN model, as    well as six other regression patterns for all 1-1 models.}"
6,,ISI:000359869000006,"Kandhasamy, J. Pradeep & Balamurali, S.",Performance Analysis of Classifier Models to Predict Diabetes Mellitus,,{47},,,{45-51},2015,,"{International conference on Graph Algorithms, High Performance Implementations and its Applications (ICGHIA), Coimbatore Inst Technol Campus, Coimbatore, INDIA, DEC 17-19, 2014}",,"{GRAPH ALGORITHMS, HIGH PERFORMANCE IMPLEMENTATIONS AND ITS APPLICATIONS (ICGHIA 2014)}",,,{Procedia Computer Science},"Nagaveni, N; Renuga, R; Kunthavai, A; Sangeetha, M & Ramraj, T","{Diabetes is one of the common and growing diseases in several countries    and all of them are working to prevent this disease at early stage by    predicting the symptoms of diabetes using several methods. The main aim    of this study is to compare the performance of algorithms those are used    to predict diabetes using data mining techniques. In this paper we    compare machine learning classifiers (J48 Decision Tree, K-Nearest    Neighbors, and Random Forest, Support Vector Machines) to classify    patients with diabetes mellitus. These approaches have been tested with    data samples downloaded from UCI machine learning data repository. The    performances of the algorithms have been measured in both the cases i.e    dataset with noisy data (before pre-processing) and dataset set without    noisy data (after pre-processing) and compared in terms of Accuracy,    Sensitivity, and Specificity. (C) 2015 The Authors. Published by    Elsevier B.V.}"
6,,ISI:000361371500038,"Lukmanto, Rian Budi & Irwansyah, E.",The Early Detection of Diabetes Mellitus (DM) Using Fuzzy Hierarchical Model,,{59},,,{312-319},2015,,"{1st International Conference on Computer Science and Computational Intelligence (ICCSCI), Bina Nusantara Univ, Jakarta, INDONESIA, AUG 24-26, 2015}",,{INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND COMPUTATIONAL INTELLIGENCE (ICCSCI 2015)},,,{Procedia Computer Science},"Budiharto, W","{In 2013 the number of patients with Diabetes Mellitus (DM) in the world    has reached 382 million. It is estimated that the prevalence will    increase 55\% in 20351. As a form of our efforts to contribute to the    prevention of this phenomenon we propose an application of computational    intelligence by using fuzzy hierarchical model that has the ability to    perform early detection against DM. In order to achieve the success of    our propose method, we cooperate with one of the eastern Jakarta    hospital laboratory in Indonesia as a facilitator of the data that we    need during research and conducting interviews with two medical doctors    at the same hospital as a form of knowledge acquisition process. The    architecture of our proposed method is designed based on how a medical    doctor concluded related to indication that someone has the potential    against DM, which is the model has been adjusted with the data we have    obtained from the authorities in the laboratory. As a form of evaluation    that we do, we did a comparison of the data we have obtained from our    method with the medical doctor decision which is equipped with the data    from laboratory, and the result is 87.46\% of the 311 relevant data is    equal to medical doctor's statement. In interpreting the conclusions    that we get with the hospitals that cooperate with us, the results    showed that the method we propose has meet the needs of the    effectiveness and efficiency in performing early detection against DM    and can help people in knowing the potential of DM since early. (C) 2015    The Authors. Published by Elsevier B.V.}"
7,,ISI:000361800700191,"Masconi, Katya L.; Matsha, Tandi E.; Erasmus, Rajiv T. & Kengne, Andre P.",Effects of Different Missing Data Imputation Techniques on the Performance of Undiagnosed Diabetes Risk Prediction Models in a Mixed-Ancestry Population of South Africa,{PLOS ONE},{10},{9},{SEP 25},,2015,,,,,,,,,"{Background    Imputation techniques used to handle missing data are based on the    principle of replacement. It is widely advocated that multiple    imputation is superior to other imputation methods, however studies have    suggested that simple methods for filling missing data can be just as    accurate as complex methods. The objective of this study was to    implement a number of simple and more complex imputation methods, and    assess the effect of these techniques on the performance of undiagnosed    diabetes risk prediction models during external validation.    Methods    Data from the Cape Town Bellville-South cohort served as the basis for    this study. Imputation methods and models were identified via recent    systematic reviews. Models' discrimination was assessed and compared    using C-statistic and non-parametric methods, before and after    recalibration through simple intercept adjustment.    Results    The study sample consisted of 1256 individuals, of whom 173 were    excluded due to previously diagnosed diabetes. Of the final 1083    individuals, 329 (30.4\%) had missing data. Family history had the    highest proportion of missing data (25\%). Imputation of the outcome,    undiagnosed diabetes, was highest in stochastic regression imputation    (163 individuals). Overall, deletion resulted in the lowest model    performances while simple imputation yielded the highest C-statistic for    the Cambridge Diabetes Risk model, Kuwaiti Risk model, Omani Diabetes    Risk model and Rotterdam Predictive model. Multiple imputation only    yielded the highest C-statistic for the Rotterdam Predictive model,    which were matched by simpler imputation methods.    Conclusions    Deletion was confirmed as a poor technique for handling missing data.    However, despite the emphasized disadvantages of simpler imputation    methods, this study showed that implementing these methods results in    similar predictive utility for undiagnosed diabetes when compared to    multiple imputation.}"
7,,ISI:000363437500031,"Marini, Simone; Trifoglio, Emanuele; Barbarini, Nicola; Sambo, Francesco; Di Camillo, Barbara; Malovini, Alberto; Manfrini, Marco; Cobelli, Claudio & Bellazzi, Riccardo",A Dynamic Bayesian Network model for long-term simulation of clinical complications in type 1 diabetes,{JOURNAL OF BIOMEDICAL INFORMATICS},{57},,{OCT},{369-376},2015,,,,,,,,,"{The increasing prevalence of diabetes and its related complications is    raising the need for effective methods to predict patient evolution and    for stratifying cohorts in terms of risk of developing diabetes-related    complications. In this paper, we present a novel approach to the    simulation of a type 1 diabetes population, based on Dynamic Bayesian    Networks, which combines literature knowledge with data mining of a rich    longitudinal cohort of type 1 diabetes patients, the DCCT/EDIC study. In    particular, in our approach we simulate the patient health state and    complications through discretized variables. Two types of models are    presented, one entirely learned from the data and the other partially    driven by literature derived knowledge. The whole cohort is simulated    for fifteen years, and the simulation error (i.e. for each variable, the    percentage of patients predicted in the wrong state) is calculated every    year on independent test data. For each variable, the population    predicted in the wrong state is below 10\% on both models over time.    Furthermore, the distributions of real vs. simulated patients greatly    overlap. Thus, the proposed models are viable tools to support decision    making in type 1 diabetes. (C) 2015 Elsevier Inc. All rights reserved.}"
7,,ISI:000364433100130,"Stiglic, Gregor & Pajnkihar, Majda",Evaluation of Major Online Diabetes Risk Calculators and Computerized Predictive Models,{PLOS ONE},{10},{11},{NOV 11},,2015,,,,,,,,,"{Classical paper-and-pencil based risk assessment questionnaires are    often accompanied by the online versions of the questionnaire to reach a    wider population. This study focuses on the loss, especially in risk    estimation performance, that can be inflicted by direct transformation    from the paper to online versions of risk estimation calculators by    ignoring the possibilities of more complex and accurate calculations    that can be performed using the online calculators. We empirically    compare the risk estimation performance between four major diabetes risk    calculators and two, more advanced, predictive models. National Health    and Nutrition Examination Survey (NHANES) data from 1999-2012 was used    to evaluate the performance of detecting diabetes and pre-diabetes.    American Diabetes Association risk test achieved the best predictive    performance in category of classical paper-and-pencil based tests with    an Area Under the ROC Curve (AUC) of 0.699 for undiagnosed diabetes    (0.662 for pre-diabetes) and 47\% (47\% for pre-diabetes) persons    selected for screening. Our results demonstrate a significant difference    in performance with additional benefits for a lower number of persons    selected for screening when statistical methods are used. The best AUC    overall was obtained in diabetes risk prediction using logistic    regression with AUC of 0.775 (0.734) and an average 34\% (48\%) persons    selected for screening. However, generalized boosted regression models    might be a better option from the economical point of view as the number    of selected persons for screening of 30\%(47\%) lies significantly lower    for diabetes risk assessment in comparison to logistic regression (p <    0.001), with a significantly higher AUC (p < 0.001) of 0.774 (0.740) for    the pre-diabetes group.    Our results demonstrate a serious lack of predictive performance in four    major online diabetes risk calculators. Therefore, one should take great    care and consider optimizing the online versions of questionnaires that    were primarily developed as classical paper questionnaires.}"
7,,ISI:000365753000006,"Georga, Eleni I.; Protopappas, Vasilios C.; Polyzos, Demosthenes & Fotiadis, Dimitrios I.",Evaluation of short-term predictors of glucose concentration in type 1 diabetes combining feature ranking with regression models,{MEDICAL \& BIOLOGICAL ENGINEERING \& COMPUTING},{53},{12, SI},{DEC},2015,2015,,,,,,,,
7,,ISI:000365753000008,"Zarkogianni, K.; Mitsis, K.; Litsa, E.; Arredondo, M. T.; Fico, G.; Fioravanti, A. & Nikita, K. S.",Comparative assessment of glucose prediction models for patients with type 1 diabetes mellitus applying sensors for glucose and physical activity monitoring,{MEDICAL \& BIOLOGICAL ENGINEERING \& COMPUTING},{53},{12, SI},{DEC},2015,2015,,,,,,,,
7,,ISI:000366043500012,"Jin, H.; Wu, S.; Vidyanti, I.; Di Capua, P. & Wu, B.",Predicting Depression among Patients with Diabetes Using Longitudinal Data A Multilevel Regression Model,{METHODS OF INFORMATION IN MEDICINE},{54},{6},,{553-559},2015,,,,,,,,,"{Introduction: This article is part of the Focus Theme of Methods of    Information in Medicine on ``Big Data and Analytics in Healthcare{''}.    Background: Depression is a common and often undiagnosed condition for    patients with diabetes. It is also a condition that significantly    impacts healthcare outcomes, use, and cost as well as elevating suicide    risk. Therefore, a model to predict depression among diabetes patients    is a promising and valuable tool for providers to proactively assess    depressive symptoms and identify those with depression.    Objectives: This study seeks to develop a generalized multilevel    regression model, using a longitudinal data set from a recent    large-scale clinical trial, to predict depression severity and presence    of major depression among patients with diabetes.    Methods: Severity of depression was measured by the Patient Health    Questionnaire PHQ-9 score. Predictors were selected from 29 candidate    factors to develop a 2-level Poisson regression model that can make    population-average predictions for all patients and subject-specific    predictions for individual patients with historical records. Newly    obtained patient records can be incorporated with historical records to    update the prediction model. Root-mean-square errors (RMSE) were used to    evaluate predictive accuracy of PHQ-9 scores. The study also evaluated    the classification ability of using the predicted PHQ-9 scores to    classify patients as having major depression.    Results: Two time-invariant and 10 time-varying predictors were selected    for the model. Incorporating historical records and using them to update    the model may improve both predictive accuracy of PHQ-9 scores and    classification ability of the predicted scores. Subject-specific    predictions (for individual patients with historical records) achieved    RMSE about 4 and areas under the receiver operating characteristic (ROC)    curve about 0.9 and are better than population-average predictions.    Conclusions: The study developed a generalized multilevel regression    model to predict depression and demonstrated that using generalized    multilevel regression based on longitudinal patient records can achieve    high predictive ability.}"
7,,ISI:000367481900081,"Okwechime, Ifechukwude Obiamaka; Roberson, Shamarial & Odoi, Agricola",Prevalence and Predictors of Pre-Diabetes and Diabetes among Adults 18 Years or Older in Florida: A Multinomial Logistic Modeling Approach,{PLOS ONE},{10},{12},{DEC 29},,2015,,,,,,,,,"{Background    Individuals with pre-diabetes and diabetes have increased risks of    developing macro-vascular complications including heart disease and    stroke; which are the leading causes of death globally. The objective of    this study was to estimate the prevalence of pre-diabetes and diabetes,    and to investigate their predictors among adults >= 18 years in Florida.    Methods    Data covering the time period January-December 2013, were obtained from    Florida's Behavioral Risk Factor Surveillance System (BRFSS). Survey    design of the study was declared using SVYSET statement of STATA 13.1.    Descriptive analyses were performed to estimate the prevalence of    pre-diabetes and diabetes. Predictors of pre-diabetes and diabetes were    investigated using multinomial logistic regression model. Model    goodness-of-fit was evaluated using both the multinomial goodness-of-fit    test proposed by Fagerland, Hosmer, and Bofin, as well as, the    Hosmer-Lemeshow's goodness of fit test.    Results    There were approximately 2,983 (7.3\%) and 5,189 (12.1\%) adults in    Florida diagnosed with pre-diabetes and diabetes, respectively. Over    half of the study respondents were white, married and over the age of 45    years while 36.4\% reported being physically inactive, overweight    (36.4\%) or obese (26.4\%), hypertensive (34.6\%), hypercholesteremic    (40.3\%), and 26\% were arthritic. Based on the final multivariable    multinomial model, only being overweight (Relative Risk Ratio {[}RRR] =    1.85, 95\% Confidence Interval {[}95\% CI] = 1.41, 2.42), obese (RRR =    3.41, 95\% CI = 2.61, 4.45), hypertensive (RRR = 1.69, 95\% CI = 1.33,    2.15), hypercholesterolemic (RRR = 1.94, 95\% CI = 1.55, 2.43), and    arthritic (RRR = 1.24, 95\% CI = 1.00, 1.55) had significant    associations with pre-diabetes. However, more predictors had significant    associations with diabetes and the strengths of associations tended to    be higher than for the association with pre-diabetes. For instance, the    relative risk ratios for the association between diabetes and being    overweight (RRR = 2.00, 95\% CI = 1.55, 2.57), or obese (RRR = 4.04,    95\% CI = 3.22, 5.07), hypertensive (RRR = 2.66, 95\% CI = 2.08, 3.41),    hypercholesterolemic (RRR = 1.98, 95\% CI = 1.61, 2.45) and arthritic    (RRR = 1.28, 95\% CI = 1.04, 1.58) were all further away from the null    than their associations with pre-diabetes. Moreover, a number of    variables such as age, income level, sex, and level of physical activity    had significant association with diabetes but not pre-diabetes. The risk    of diabetes increased with increasing age, lower income, in males, and    with physical inactivity. Insufficient physical activity had no    significant association with the risk of diabetes or prediabetes.    Conclusions    There is evidence of differences in the strength of association of the    predictors across levels of diabetes status (pre-diabetes and diabetes)    among adults >= 18 years in Florida. It is important to monitor    populations at high risk for pre-diabetes and diabetes, so as to help    guide health programming decisions and resource allocations to control    the condition.}"
7,,ISI:000369527800152,"Workneh, Mahteme Haile; Bjune, Gunnar Aksel & Yimer, Solomon Abebe","Prevalence and Associated Factors of Diabetes Mellitus among Tuberculosis Patients in South-Eastern Amhara Region, Ethiopia: A Cross Sectional Study",{PLOS ONE},{11},{1},{JAN 25},,2016,,,,,,,,,"{Background    The association between diabetes mellitus (DM) and tuberculosis (TB) is    re-emerging worldwide. Recently, the prevalence of DM is increasing in    resource poor countries where TB is of high burden. The objective of the    current study was to determine the prevalence and analyze associated    factors of TB and DM comorbidity in South-Eastern Amhara Region,    Ethiopia.    Methods This was a facility based cross-sectional study. All newly    diagnosed TB patients attending selected health facilities in the study    area were consecutively screened for DM. DM was diagnosed based on the    World Health Organization diagnostic criteria. A pre-tested    semi-structured questionnaire was used to collect socio-demographic,    lifestyles and clinical data. Logistic regression analysis was performed    to identify factors associated with TB and DM comorbidity.    Result    Among a total of 1314 patients who participated in the study, the    prevalence of DM was estimated at 109 (8.3\%). Being female {[}odds    ratio (OR) 1.70; 95\% confidence interval (CI) (1.10-2.62)], patients    age {[}41-64 years (OR 3.35; 95\% CI (2.01-5.57), 65-89 years (OR 3.18;    95\% CI (1.52-6.64)], being a pulmonary TB case {[}(OR 1.69; 95\% CI    1.09-2.63)] and having a family history of DM {[}(OR 4.54; 95\% CI    (2.36-8.73)] were associated factors identified with TB and DM    comorbidity.    Conclusion    The prevalence of DM among TB patients in South-Eastern Amahra Region is    high. Routine screening of TB patients for DM is recommended in the    study area.}"
7,,ISI:000370180100008,"Rau, Hsiao-Hsien; Hsu, Chien-Yeh; Lin, Yu-An; Atique, Suleman; Fuad, Anis; Wei, Li-Ming & Hsu, Ming-Huei",Development of a web-based liver cancer prediction model for type II diabetes patients by using an artificial neural network,{COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE},{125},,{MAR},{58-65},2016,,,,,,,,,"{Background: Diabetes mellitus is associated with an increased risk of    liver cancer, and these two diseases are among the most common and    important causes of morbidity and mortality in Taiwan.    Purpose: To use data mining techniques to develop a model for predicting    the development of liver cancer within 6 years of diagnosis with type II    diabetes.    Methods: Data were obtained from the National Health Insurance Research    Database (NHIRD) of Taiwan, which covers approximately 22 million    people. In this study, we selected patients who were newly diagnosed    with type II diabetes during the 2000-2003 periods, with no prior cancer    diagnosis. We then used encrypted personal ID to perform data linkage    with the cancer registry database to identify whether these patients    were diagnosed with liver cancer. Finally, we identified 2060 cases and    assigned them to a case group (patients diagnosed with liver cancer    after diabetes) and a control group (patients with diabetes but no liver    cancer). The risk factors were identified from the literature review and    physicians' suggestion, then, chi-square test was conducted on each    independent variable (or potential risk factor) for a comparison between    patients with liver cancer and those without, those found to be    significant were selected as the factors. We subsequently performed data    training and testing to construct artificial neural network (ANN) and    logistic regression (LR) prediction models. The dataset was randomly    divided into 2 groups: a training group and a test group. The training    group consisted of 1442 cases (70\% of the entire dataset), and the    prediction model was developed on the basis of the training group. The    remaining 30\% (618 cases) were assigned to the test group for model    validation.    Results: The following 10 variables were used to develop the ANN and LR    models: sex, age, alcoholic cirrhosis, nonalcoholic cirrhosis, alcoholic    hepatitis, viral hepatitis, other types of chronic hepatitis, alcoholic    fatty liver disease, other types of fatty liver disease, and    hyperlipidemia. The performance of the ANN was superior to that of LR,    according to the sensitivity (0.757), specificity (0.755), and the area    under the receiver operating characteristic curve (0.873). After    developing the optimal prediction model, we base on this model to    construct a web-based application system for liver cancer prediction,    which can provide support to physicians during consults with diabetes    patients.    Conclusion: In the original dataset (n = 2060), 33\% of diabetes    patients were diagnosed with liver cancer (n = 515). After using 70\% of    the original data to training the model and other 30\% for testing, the    sensitivity and specificity of our model were 0.757 and 0.755,    respectively; this means that 75.7\% of diabetes patients can be    predicted correctly to receive a future liver cancer diagnosis, and    75.5\% can be predicted correctly to not be diagnosed with liver cancer.    These results reveal that this model can be used as effective predictors    of liver cancer for diabetes patients, after discussion with physicians;    they also agreed that model can assist physicians to advise potential    liver cancer patients and also helpful to decrease the future cost    incurred upon cancer treatment. (C) 2015 Elsevier Ireland Ltd. All    rights reserved.}"
7,,ISI:000373222000003,"Ignell, Claes; Ekelund, Magnus; Anderberg, Eva & Berntorp, Kerstin",Model for individual prediction of diabetes up to 5 years after gestational diabetes mellitus,{SPRINGERPLUS},{5},,{MAR 11},,2016,,,,,,,,,"{Aims: To identify predictors of diabetes development up to 5 years after    gestational diabetes mellitus (GDM) and to develop a prediction model    for individual use.    Methods: Five years after GDM, a 75-g oral glucose tolerance test (OGTT)    was performed in 362 women, excluding women already diagnosed with    diabetes at 1-to 2-year follow-up or later (n = 45). All but 21 women    had results from follow-up at 1-2 years, while 84 women were lost from    that point. Predictive variables were identified by logistic regression    analysis.    Results: Five years after GDM, 28/362 women (8 \%) were diagnosed with    diabetes whereas 187/362 (52 \%) had normal glucose tolerance (NGT). Of    the latter, 139/187 (74 \%) also had NGT at 1-to 2-year follow-up. In    simple regression analysis, using NGT at 1-2 years and at 5 years as the    reference, diabetes at 1-to 2-year follow-up or later was clearly    associated with easily assessable clinical variables, such as BMI at    1-to 2-year follow-up, 2-h OGTT glucose concentration during pregnancy,    and non-European origin (P < 0.0001). A prediction model based on these    variables resulting in 86 \% correct classifications, with an area under    the receiver-operating characteristic curve of 0.91 (95 \% CI    0.86-0.95), was applied in a function-sheet line diagram illustrating    the individual effect of weight on diabetes risk.    Conclusions: The results highlight the importance of BMI as a    potentially modifiable risk factor for diabetes after GDM. Our proposed    prediction model performed well, and should encourage validation in    other populations in future studies.}"
7,,ISI:000373599600068,"Koo, Bo Kyung; Lee, Joon Ho; Kim, Jimin; Jang, Eun Jin & Lee, Chang-Hoon",Prevalence of Gestational Diabetes Mellitus in Korea: A National Health Insurance Database Study,{PLOS ONE},{11},{4},{APR 5},,2016,,,,,,,,,"{Aims/Introduction    This study aimed to estimate the prevalence of gestational diabetes    mellitus (GDM) and use of anti-diabetic medications for patients with    GDM in Korea, using data of the period 2007-2011 from the Health    Insurance Review and Assessment (HIRA) database, which includes the    claims data of 97\% of the Korean population.    Materials and Methods    We used the Healthcare Common Procedure Coding System codes provided by    the HIRA to identify women with delivery in the HIRA database between    2009 and 2011. GDM was defined according to ICD-10 codes, and patients    with pre-existing diabetes between January 1, 2007 and pregnancy were    excluded. A Poisson regression was performed to evaluate the trends in    annual prevalence rates.    Results    The annual numbers of deliveries in 2009-2011 were 479,160 in 2009,    449,747 in 2010, and 377,374 in 2011. The prevalence of GDM during that    period was 7.5\% in 2009-2011: 5.7\% in 2009, 7.8\% in 2010, and 9.5\%    in 2011. The age-stratified analysis showed that the prevalence of GDM    was highest in women aged 40-44 years, at 10.6\% in 2009-2011, and that    the annual prevalence significantly increased even in young women aged    20-29 years during that period (P < 0.05). More than 95\% of the    patients with GDM did not take any antidiabetic medication. Among the    anti-diabetic medications prescribed for patients with GDM, insulin was    most commonly prescribed (for >98\% of the patients with GDM on    medication).    Conclusions    The prevalence of GDM in Korean women recently reached 5.7-9.5\% in    recent years. This represents a public health concern that warrants    proper screening and medical care for GDM in women during the    childbearing years.}"
7,,ISI:000373900700006,"Zhang, Ming; Zhang, Hongyan; Wang, Chongjian; Ren, Yongcheng; Wang, Bingyuan; Zhang, Lu; Yang, Xiangyu; Zhao, Yang; Han, Chengyi; Pang, Chao; Yin, Lei; Xue, Yuan; Zhao, Jingzhi & Hu, Dongsheng",Development and Validation of a Risk-Score Model for Type 2 Diabetes: A Cohort Study of a Rural Adult Chinese Population,{PLOS ONE},{11},{4},{APR 12},,2016,,,,,,,,,"{Some global models to predict the risk of diabetes may not be applicable    to local populations. We aimed to develop and validate a score to    predict type 2 diabetes mellitus (T2DM) in a rural adult Chinese    population. Data for a cohort of 12,849 participants were randomly    divided into derivation (n = 11,564) and validation (n = 1285) datasets.    A questionnaire interview and physical and blood biochemical    examinations were performed at baseline (July to August 2007 and July to    August 2008) and follow-up (July to August 2013 and July to October    2014). A Cox regression model was used to weigh each variable in the    derivation dataset. For each significant variable, a score was    calculated by multiplying beta by 100 and rounding to the nearest    integer. Age, body mass index, triglycerides and fasting plasma glucose    (scores 3, 12, 24 and 76, respectively) were predictors of incident    T2DM. The model accuracy was assessed by the area under the receiver    operating characteristic curve (AUC), with optimal cut-off value 936.    With the derivation dataset, sensitivity, specificity and AUC of the    model were 66.7\%, 74.0\% and 0.768 (95\% CI 0.760-0.776), respectively.    With the validation dataset, the performance of the model was superior    to the Chinese (simple), FINDRISC, Oman and IDRS models of T2DM risk but    equivalent to the Framingham model, which is widely applicable in a    variety of populations. Our model for predicting 6-year risk of T2DM    could be used in a rural adult Chinese population.}"
7,,ISI:000376493200001,"Wang, Anxin; Chen, Guojuan; Su, Zhaoping; Liu, Xiaoxue; Liu, Xiangtong; Li, Haibin; Luo, Yanxia; Tao, Lixin; Guo, Jin; Liu, Long; Chen, Shuohua; Wu, Shouling & Guo, Xiuhua",Risk scores for predicting incidence of type 2 diabetes in the Chinese population: the Kailuan prospective study,{SCIENTIFIC REPORTS},{6},,{MAY 25},,2016,,,,,,,,,"{Few risk scores have been specifically developed to identify individuals    at high risk of type 2 diabetes in China. In the present study, we aimed    to develop such risk scores, based on simple clinical variables. We    studied a population-based cohort of 73,987 adults, aged 18 years and    over. After 5.35 +/- 1.59 years of follow-up, 4,726 participants    (9.58\%) in the exploration cohort developed type 2 diabetes and 2,327    participants (9.44\%) in the validation cohort developed type 2    diabetes. Age, gender, body mass index, family history of diabetes,    education, blood pressure, and resting heart rate were selected to form    the concise score with an area under the receiver operating    characteristic curve (AUC) of 0.67. The variables in the concise score    combined with fasting plasma glucose (FPG), and triglyceride (TG) or use    of lipid-lowering drugs constituted the accurate score with an AUC value    of 0.77. The utility of the two scores was confirmed in the validation    cohort with AUCs of 0.66 and 0.77, respectively. In summary, the concise    score, based on non-laboratory variables, could be used to identify    individuals at high risk of developing diabetes within Chinese    population; the accurate score, which also uses FPG and TG data, is    better at identifying such individuals.}"
