Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Custom1
ISI:000367801400132,"Castelli, Mara; Amodeo, Giada; Negri, Lucia; Lattanzi, Roberta; Maftei, Daniela; Gotti, Cecilia; Pistillo, Francesco; Onnis, Valentina; Congu, Cenzo; Panerai, Alberto E.; Sacerdote, Paola & Franchi, Silvia",Antagonism of the Prokineticin System Prevents and Reverses Allodynia and Inflammation in a Mouse Model of Diabetes,{PLOS ONE},{11},{1},{JAN 5},,2016,,,,,,,,,"{Neuropathic pain is a severe diabetes complication and its treatment is    not satisfactory. It is associated with neuroinflammation-related events    that participate in pain generation and chronicization. Prokineticins    are a new family of chemokines that has emerged as critical players in    immune system, inflammation and pain. We investigated the role of    prokineticins and their receptors as modulators of neuropathic pain and    inflammatory responses in experimental diabetes. In    streptozotocin-induced-diabetes in mice, the time course expression of    prokineticin and its receptors was evaluated in spinal cord and sciatic    nerves, and correlated with mechanical allodynia. Spinal cord and    sciatic nerve pro-and anti-inflammatory cytokines were measured as    protein and mRNA, and spinal cord GluR subunits expression studied. The    effect of preventive and therapeutic treatment with the prokineticin    receptor antagonist PC1 on behavioural and biochemical parameters was    evaluated. Peripheral immune activation was assessed measuring    macrophage and T-helper cytokine production. An up-regulation of the    Prokineticin system was present in spinal cord and nerves of diabetic    mice, and correlated with allodynia. Therapeutic PC1 reversed allodynia    while preventive treatment blocked its development. PC1 normalized    prokineticin levels and prevented the up-regulation of GluN2B subunits    in the spinal cord. The antagonist restored the pro-/anti-inflammatory    cytokine balance altered in spinal cord and nerves and also reduced    peripheral immune system activation in diabetic mice, decreasing    macrophage proinflammatory cytokines and the T-helper 1 phenotype. The    prokineticin system contributes to altered sensitivity in diabetic    neuropathy and its inhibition blocked both allodynia and inflammatory    events underlying disease.}"
ISI:000367801400194,"Lo, Clement; Ilic, Dragan; Teede, Helena; Cass, Alan; Fulcher, Greg; Gallagher, Martin; Johnson, Greg; Kerr, Peter G.; Mathew, Tim; Murphy, Kerry; Polkinghorne, Kevan; Walker, Rowan & Zoungas, Sophia",The Perspectives of Patients on Health-Care for Co-Morbid Diabetes and Chronic Kidney Disease: A Qualitative Study,{PLOS ONE},{11},{1},{JAN 5},,2016,,,,,,,,,"{Background    Multi-morbidity due to diabetes and chronic kidney disease (CKD) remains    challenging for current health-systems, which focus on single diseases.    As a first step toward health-care improvement, we explored the    perspectives of patients and their carers on factors influencing the    health-care of those with co-morbid diabetes and CKD.    Methods    In this qualitative study participants with co-morbid diabetes and CKD    were purposively recruited using maximal variation sampling from 4 major    tertiary health-services from 2 of Australia's largest cities. Separate    focus groups were conducted for patients with CKD stages 3, 4 and 5.    Findings were triangulated with semi-structured interviews of carers of    patients. Discussions were transcribed verbatim and thematically    analysed.    Results    Twelve focus groups with 58 participants and 8 semi-structured    interviews of carers were conducted. Factors influencing health-care of    co-morbid diabetes and CKD grouped into patient and health service level    factors. Key patient level factors identified were patient    self-management, socio-economic situation, and adverse experiences    related to co-morbid diabetes and CKD and its treatment. Key health    service level factors were prevention and awareness of co-morbid    diabetes and CKD, poor continuity and coordination of care, patient and    carer empowerment, access and poor recognition of psychological    co-morbidity. Health-service level factors varied according to CKD stage    with poor continuity and coordination of care and patient and carer    empowerment emphasized by participants with CKD stage 4 and 5, and    access and poor recognition of psychological co-morbidity emphasised by    participants with CKD stage 5 and carers.    Conclusions    According to patients and their carers the health-care of co-morbid    diabetes and CKD may be improved via a preventive, patient-centred    health-care model which promotes self-management and that has good    access, continuity and coordination of care and identifies and manages    psychological morbidity.}"
ISI:000367888100170,"Gil-Santana, Leonardo; Almeida-Junior, Jilson L.; Oliveira, Carolina A. M.; Hickson, Lucas S.; Daltro, Carla; Castro, Simone; Kornfeld, Hardy; Netto, Eduardo M. & Andrade, Bruno B.",Diabetes Is Associated with Worse Clinical Presentation in Tuberculosis Patients from Brazil: A Retrospective Cohort Study,{PLOS ONE},{11},{1},{JAN 11},,2016,,,,,,,,,"{Background    The rising prevalence of diabetes mellitus (DM) worldwide, especially in    developing countries, and the persistence of tuberculosis (TB) as a    major public health issue in these same regions, emphasize the    importance of investigating this association. Here, we compared the    clinical profile and disease outcomes of TB patients with or without    coincident DM in a TB reference center in Brazil.    Methods    We performed a retrospective analysis of a TB patient cohort (treatment    naive) of 408 individuals recruited at a TB primary care center in    Brazil between 2004 and 2010. Data on diagnosis of TB and DM were used    to define the groups. The study groups were compared with regard to TB    disease presentation at diagnosis as well as to clinical outcomes such    as cure and mortality rates upon anti-tuberculosis therapy (ATT)    initiation. A composite score utilizing clinical, radiological and    microbiological parameters was used to compare TB severity between the    groups.    Results    DM patients were older than non-diabetic TB patients. In addition,    diabetic individuals more frequently presented with cough, night sweats,    hemoptysis and malaise than those without DM. The overall pattern of    lung lesions assessed by chest radiographic examination was similar    between the groups. Compared to non-diabetic patients, those with    TB-diabetes exhibited positive acid-fast bacilli in sputum samples more    frequently at diagnosis and at 30 days after ATT initiation. Notably,    higher values of the TB severity score were significantly associated    with TB-diabetes comorbidity after adjustment for confounding factors.    Moreover, during ATT, diabetic patients required more frequent transfers    to TB reference hospitals for complex clinical management. Nevertheless,    overall mortality and cure rates were indistinguishable between the    study groups.    Conclusions    These findings reinforce the idea that diabetes negatively impacts    pulmonary TB severity. Our study argues for the systematic screening for    DM in TB reference centers in endemic areas.}"
ISI:000368347500053,"Al Kukhun, Dana; Soukkarieh, Bouchra & Sedes, Florence",ADMAN: An Alarm-Based Mobile Diabetes Management System for Mobile Geriatric Teams,,{539},,,{527-535},2015,,"{19th East-European Conference on Advances in Databases and Information Systems (ADBIS), Poitiers, FRANCE, SEP 08-11, 2015}",,{NEW TRENDS IN DATABASES AND INFORMATION SYSTEMS (ADBIS 2015)},,,{Communications in Computer and Information Science},"Morzy, T; Valduriez, P & Bellatreche, L","{In this article, we introduce ADMAN an alarm-based diabetes management    system for the disposal of Mobile Geriatric Teams MGT. The system aims    at providing a form of remote monitoring in order to control the    diabetes rate for elder patients. The system is multidimensional in a    way that it resides at the patient mobile machine from a side, the    doctor's mobile machine from another side and can be connected to any    other entity related to the MGT that is handling his case (e.g.    dietitian).}"
ISI:000368529100056,"Wessel, Jennifer; Gupta, Jyoti & de Groot, Mary",Factors Motivating Individuals to Consider Genetic Testing for Type 2 Diabetes Risk Prediction,{PLOS ONE},{11},{1},{JAN 20},,2016,,,,,,,,,"{The purpose of this study was to identify attitudes and perceptions of    willingness to participate in genetic testing for type 2 diabetes (T2D)    risk prediction in the general population. Adults (n = 598) were    surveyed on attitudes about utilizing genetic testing to predict future    risk of T2D. Participants were recruited from public libraries (53\%),    online registry (37\%) and a safety net hospital emergency department    (10\%). Respondents were 37+/-11 years old, primarily White (54\%),    female (69\%), college educated (46\%), with an annual income >=\$25,000    (56\%). Half of participants were interested in genetic testing for T2D    (52\%) and 81\% agreed/strongly agreed genetic testing should be    available to the public. Only 57\% of individuals knew T2D is    preventable. A multivariate model to predict interest in genetic testing    was adjusted for age, gender, recruitment location and BMI; significant    predictors were motivation (high perceived personal risk of T2D {[}OR =    4.38 (1.76, 10.9)]; family history {[}OR = 2.56 (1.46, 4.48)]; desire to    know risk prior to disease onset {[}OR = 3.25 (1.94, 5.42)]; and knowing    T2D is preventable {[}OR = 2.11 (1.24, 3.60)], intention (if the cost is    free {[}OR = 10.2 (4.27, 24.6)]; and learning T2D is preventable {[}OR =    5.18 (1.95, 13.7)]) and trust of genetic testing results {[}OR = 0.03    (0.003, 0.30)]. Individuals are interested in genetic testing for T2D    risk which offers unique information that is personalized. Financial    accessibility, validity of the test and availability of diabetes    prevention programs were identified as predictors of interest in T2D    testing.}"
ISI:000368628300068,"Naidu, Vasanth Venkat; Ismail, Khalida; Amiel, Stephanie; Kohli, Reena; Crosby-Nwaobi, Roxanne; Sivaprasad, Sobha & Stewart, Robert",Associations between Retinal Markers of Microvascular Disease and Cognitive Impairment in Newly Diagnosed Type 2 Diabetes Mellitus: A Case Control Study,{PLOS ONE},{11},{1},{JAN 15},,2016,,,,,,,,,"{Objective    To investigate associations between retinal microvascular changes and    cognitive impairment in newly diagnosed type 2 diabetes mellitus. Design    Case control study. Setting A primary care cohort with newly diagnosed    type 2 diabetes mellitus.    Methods    For this analysis, we compared 69 cases with lowest decile scores (for    the cohort) on the Modified Telephone Interview for Cognitive Status and    68 controls randomly selected from the remainder of the cohort. Retinal    images were rated and the following measures compared between cases and    controls: retinal vessel calibre, arterio-venous ratio, retinal fractal    dimension, and simple and curvature retinal vessel tortuosity.    Results    Total and venular (but not arteriolar) simple retinal vessel tortuosity    levels were significantly higher in cases than controls (t = 2.45, p =    0.015; t = 2.53, p = 0.013 respectively). The associations persisted    after adjustment for demographic factors, retinopathy, neuropathy,    obesity and blood pressure. There were no other significant differences    between cases and controls in retinal measures.    Conclusions    A novel association was found between higher venular tortuosity and    cognitive impairment in newly diagnosed type 2 diabetes mellitus. This    might be accounted for by factors such as hypoxia, thrombus formation,    increased vasoendothelial growth factor release and inflammation    affecting both the visible retinal and the unobserved cerebral    microvasculature.}"
ISI:000368655300127,"Ehrmann, Dominic; Bergis-Jurgan, Nikola; Haak, Thomas; Kulzer, Bernhard & Hermanns, Norbert",Comparison of the Efficacy of a Diabetes Education Programme for Type 1 Diabetes (PRIMAS) in a Randomised Controlled Trial Setting and the Effectiveness in a Routine Care Setting: Results of a Comparative Effectiveness Study,{PLOS ONE},{11},{1},{JAN 22},,2016,,,,,,,,,"{Background    The effectiveness of an intervention in clinical practice is often    reduced compared to the efficacy demonstrated in a randomised controlled    trial (RCT). In this comparative effectiveness study, the RCT-proven    efficacy of a diabetes education programme for type 1 diabetic patients    (PRIMAS) was compared to the effectiveness observed in an implementation    trial (IT) under routine care conditions.    Methods    75 patients with type 1 diabetes received PRIMAS through an RCT, whereas    179 patients were observed in an implementation trial. Baseline    characteristics and treatment outcomes at the 6-month follow-up    (improvement of HbA1c, hypoglycaemia problems, and diabetes-related    distress) were compared.    Results    At baseline, the type 1 diabetic patients in the RCT had a significant    longer diabetes duration (18.7 +/- 12.3 vs. 13.8 +/- 12.7 yrs., p=.005),    lower self-efficacy scores (21.9 +/- 4.7 vs. 23.7 +/- 6.1, p=.02) and a    greater number of diabetes complications (0.8 +/- 1.3 vs. 0.4 +/- 0.9,    p=.02). After 6 months, PRIMAS achieved comparable effects under RCT and    implementation trial conditions, as demonstrated by improvement in HbA1c    (-0.36\%+/- 1.1 vs. -0.37 +/- 1.2; Delta -0.01, 95\% CI -0.33 to 0.31)    and hypoglycaemia unawareness (-0.5 +/- 1.4 vs. -0.3 +/- 1.4; Delta    0.18, 95\% CI -0.21 to 0.57). The likelihood of clinical improvement did    not depend on the trial setting (RCT vs. IT: OR 1.18, 95\% CI 0.60 to    2.33). The participants with worse glycaemic control (OR 1.40, 95\% CI    1.02 to 1.92), hypoglycaemia problems (OR 2.13, 95\% CI 1.53 to 2.97) or    elevated diabetes distress (OR 1.40, 95\% CI 1.03 to 1.89) had a better    chance of clinical improvement.    Conclusions    The effectiveness of PRIMAS under routine care conditions was comparable    to the efficacy demonstrated in the RCT. Clinical improvement was    independent of the setting in which PRIMAS was evaluated. The PRIMAS    education programme for type 1 diabetes can be delivered under    conditions of routine care without a loss of effectiveness, compared to    its original evaluation in an RCT.}"
ISI:000368680000001,"Yarmolinsky, James; Barbieri, Natalia Bordin; Weinmann, Tobias; Ziegelmann, Patricia K.; Duncan, Bruce B. & Schmidt, Maria Ines",Plasminogen activator inhibitor-1 and type 2 diabetes: a systematic review and meta-analysis of observational studies,{SCIENTIFIC REPORTS},{6},,{JAN 27},,2016,,,,,,,,,"{An emerging body of evidence has implicated plasminogen activator    inhibitor-1 (PAI-1) in the development of type 2 diabetes (T2D), though    findings have not always been consistent. We systematically reviewed    epidemiological studies examining the association of PAI-1 with T2D.    EMBASE, PubMed, Web of Science, and the Cochrane Library were searched    to identify studies for inclusion. Fifty-two studies (44 cross-sectional    with 47 unique analytical comparisons and 8 prospective) were included.    In pooled random-effects analyses of prospective studies, a comparison    of the top third vs. bottom third of baseline PAI-1 values generated a    RR of T2D of 1.67 (95\% CI 1.28-2.18) with moderate heterogeneity (I-2 =    38\%). Additionally, of 47 cross-sectional comparisons, 34(72\%)    reported significantly elevated PAI-1 among diabetes cases versus    controls, 2(4\%) reported significantly elevated PAI-1 among controls,    and 11(24\%) reported null effects. Results from pooled analyses of    prospective studies did not differ substantially by study design, length    of follow-up, adjustment for various putative confounding factors, or    study quality, and were robust to sensitivity analyses. Findings from    this systematic review of the available epidemiological literature    support a link between PAI-1 and T2D, independent of established    diabetes risk factors. Given the moderate size of the association and    heterogeneity across studies, future prospective studies are warranted.}"
ISI:000368693900015,"Aguilar-Salvatierra, Antonio; Luis Calvo-Guirado, Jose; Gonzalez-Jaranay, Maximino; Moreu, Gerardo; Arcesio Delgado-Ruiz, Rafael & Gomez-Moreno, Gerardo",Peri-implant evaluation of immediately loaded implants placed in esthetic zone in patients with diabetes mellitus type 2: a two-year study,{CLINICAL ORAL IMPLANTS RESEARCH},{27},{2},{FEB},{156-161},2016,,,,,,,,,"{ObjectivesThe aim of this study was to evaluate implant survival and    primary stability parameters in patients with diabetes with different    levels of glycosylated hemoglobin Alc (HbA1c) treated with immediate    placement and provisionalization of implant-supported, single-tooth    replacements over 2years.    Materials and methodsEighty-five patients were divided into three groups    according to their HbA1c levels: 33 patients in Group 1 (<6, control    group); 30 patients in Group 2 (6.1-8); and 22 patients in Group 3    (8.1-10). Each patient received one-one-piece implant in the anterior    zone of the upper maxillary. The implant survival rate was analyzed for    each group, together with three variables to evaluate the general state    of peri-implant health: probe depth, bleeding on probing, marginal bone    loss.    ResultsMarginal bone loss increased in relation with higher HbA1c    levels. For marginal bone loss in Group 1, mean resorption values ranged    from 0.51 after 6months to 0.72 after 2years in comparison with    respective values of 1.33 and 1.92 in Group 3. This pattern was repeated    for bleeding on probing, both parameters showing significant differences    between groups. For bleeding on probing, mean bleeding levels varied    from 0.36 in Group I at 6months after implant placement, to 0.59 in    Group 3 (P=0.041 between the three groups). Peri-implant pocket depth    showed the same tendency to increase in relation to HbA1C but    differences between groups did not reach statistical significance.    ConclusionsPatients with diabetes can receive implant-based treatments    with immediate loading safely, providing they present moderate HbA1c    values.}"
ISI:000369099700007,"Nieto-Chaupis, Huber; Caballero, Mitsuko; Matta-Solis, H.; Perez-Siguas, R.; Blas, Sheila; Carranza-Manrique, E.; Contreras, Edith; Quispe, Gloria; Ramirez, Sandy & Rocha, J.",Preventing Risk Situations at Type-II Diabetes Mellitus Patients Through Continuous Glucose Monitoring and Prediction-based Teleconsults,,,,,{27-28},2015,,"{28th IEEE International Symposium on Computer-Based Medical Systems (CBMS), Univ Sao Paulo, Sao Paulo, BRAZIL, JUN 22-25, 2015}",,{2015 IEEE 28TH INTERNATIONAL SYMPOSIUM ON COMPUTER-BASED MEDICAL SYSTEMS (CBMS)},,,{IEEE International Symposium on Computer-Based Medical Systems},"Traina, C; Rodrigues, PP; Kane, B; Marques, PMD & Traina, AJM","{We present a scheme of eHealth based on teleconsults aimed to reduce    unexpected events and complications in type-2 diabetes mellitus (DM-II).    To this end, this study has considered the history of glucose tests    taken as input inside a predictive mathematical scheme based on    probabilities. The resulting output goes to a real-time monitoring    system in order to detect and update those cases where patients would    require of rapid assistance. The simulations have shown that the    opportune intervention of teleconsults might be effective in the sense    of monitoring diet and drug-based treatment by employing simple mobile    phones and minimal software applications. For example, the case of a    critic patient with a rapid increasing of glucose above 200 mg/dL, the    opportune intervention of teleconsults might reduce these values by a    50\% during a time of 20 +/- 2 days. It can also be traduced as the    improvement on the stability of patient against the risk of    cardiovascular events, or others DM-II inherent complications.}"
ISI:000369527800037,"Koster-Rasmussen, Rasmus; Simonsen, Mette Kildevaeld; Siersma, Volkert; Henriksen, Jan Erik; Heitmann, Berit Lilienthal & Olivarius, Niels de Fine",Intentional Weight Loss and Longevity in Overweight Patients with Type 2 Diabetes: A Population-Based Cohort Study,{PLOS ONE},{11},{1},{JAN 25},,2016,,,,,,,,,"{Objective    This study examined the influence of weight loss on long-term morbidity    and mortality in overweight (BMI >= 25kg/m(2)) patients with type 2    diabetes, and tested the hypothesis that therapeutic intentional weight    loss supervised by a medical doctor prolongs life and reduces the risk    for cardiovascular disease in these patients.    Methods    This is a 19 year cohort study of patients in the intervention arm of    the randomized clinical trial Diabetes Care in General Practice. Weight    and prospective intentions for weight loss were monitored every third    month for six years in 761 consecutive patients (>= 40 years) newly    diagnosed with diabetes in general practices throughout Denmark in    1989-92. Multivariable Cox regression was used to estimate the    association between weight change during the monitoring period (year 0    to 6) and the outcomes during the succeeding 13 years (year 6 to 19) in    444 patients who were overweight at diagnosis and alive at the end of    the monitoring period (year 6). The analysis was adjusted for age, sex,    education, BMI at diagnosis, change in smoking, change in physical    activity, change in medication, and the Charlson comorbidity 6-year    score. Outcomes were from national registers.    Results    Overall, weight loss regardless of intention was an independent risk    factor for increased all-cause mortality (P<0.01). The adjusted hazard    ratio for all-cause mortality, cardiovascular mortality, and    cardiovascular morbidity attributable to an intentional weight loss of 1    kg/year was 1.20 (95\%CI 0.97-1.50, P = 0.10), 1.26 (0.93-1.72, P =    0.14), and 1.06 (0.79-1.42, P = 0.71), respectively. Limiting the    analysis to include only those patients who survived the first 2 years    after the monitoring period did not substantially change these    estimates. A non-linear spline estimate indicated a V-like association    between weight change and all-cause mortality, suggesting the best    prognosis for those who maintained their weight.    Conclusions    In this population-based cohort of overweight patients with type 2    diabetes, successful therapeutic intentional weight loss, supervised by    a doctor over six years, was not associated with reduced all-cause    mortality or cardiovascular morbidity/mortality during the succeeding 13    years.}"
ISI:000369527800152,"Workneh, Mahteme Haile; Bjune, Gunnar Aksel & Yimer, Solomon Abebe","Prevalence and Associated Factors of Diabetes Mellitus among Tuberculosis Patients in South-Eastern Amhara Region, Ethiopia: A Cross Sectional Study",{PLOS ONE},{11},{1},{JAN 25},,2016,,,,,,,,,"{Background    The association between diabetes mellitus (DM) and tuberculosis (TB) is    re-emerging worldwide. Recently, the prevalence of DM is increasing in    resource poor countries where TB is of high burden. The objective of the    current study was to determine the prevalence and analyze associated    factors of TB and DM comorbidity in South-Eastern Amhara Region,    Ethiopia.    Methods This was a facility based cross-sectional study. All newly    diagnosed TB patients attending selected health facilities in the study    area were consecutively screened for DM. DM was diagnosed based on the    World Health Organization diagnostic criteria. A pre-tested    semi-structured questionnaire was used to collect socio-demographic,    lifestyles and clinical data. Logistic regression analysis was performed    to identify factors associated with TB and DM comorbidity.    Result    Among a total of 1314 patients who participated in the study, the    prevalence of DM was estimated at 109 (8.3\%). Being female {[}odds    ratio (OR) 1.70; 95\% confidence interval (CI) (1.10-2.62)], patients    age {[}41-64 years (OR 3.35; 95\% CI (2.01-5.57), 65-89 years (OR 3.18;    95\% CI (1.52-6.64)], being a pulmonary TB case {[}(OR 1.69; 95\% CI    1.09-2.63)] and having a family history of DM {[}(OR 4.54; 95\% CI    (2.36-8.73)] were associated factors identified with TB and DM    comorbidity.    Conclusion    The prevalence of DM among TB patients in South-Eastern Amahra Region is    high. Routine screening of TB patients for DM is recommended in the    study area.}"
ISI:000369527800158,"Okada, Sadanori; Morimoto, Takeshi; Ogawa, Hisao; Sakuma, Mio; Soejima, Hirofumi; Nakayama, Masafumi; Jinnouchi, Hideaki; Waki, Masako; Akai, Yasuhiro; Ishii, Hitoshi; Saito, Yoshihiko & Primary, Investigators Japanese",Is Long-Term Low-Dose Aspirin Therapy Associated with Renal Dysfunction in Patients with Type 2 Diabetes? JPAD2 Cohort Study,{PLOS ONE},{11},{1},{JAN 25},,2016,,,,,,,,,"{Background    Low-dose aspirin is widely recommended for patients at high risk for    cardiovascular disease (CVD); however, it remains uncertain whether    long-term treatment adversely affects renal function in patients with    diabetes. We investigated whether long-term low-dose aspirin affects    renal dysfunction in patients with diabetes.    Methods    We conducted a randomized controlled trial (RCT), the Japanese Primary    Prevention of Atherosclerosis with Aspirin for Diabetes (JPAD) trial, to    evaluate low-dose aspirin as primary prevention for CVD in patients with    type 2 diabetes. We followed the patients with negative urine dipstick    albumin of the JPAD trial in a cohort study after the RCT period was    completed. Patients were randomly allocated to receive aspirin (81 mg or    100 mg daily, aspirin group) or no aspirin (no aspirin group). After the    RCT, the treating physician decided whether to administer aspirin. We    evaluated the incidence of positive urine dipstick albumin and annual    changes in estimated glomerular filtration rate (eGFR).    Results    Positive urine dipstick albumin developed in 297 patients in the aspirin    group (n = 1,075) and 270 patients in the no aspirin group (n = 1,098)    during follow-up (median, 8.5 years). Intention-to-treat analysis showed    low-dose aspirin did not increase the incidence of positive urine    dipstick albumin (hazard ratio {[}HR], 1.17; 95\% confidence interval    {[}CI], 0.995-1.38). On-treatment analysis yielded similar results (HR,    1.08; 95\% CI, 0.92-1.28). Multivariable analysis showed the incidence    of positive urine dipstick albumin was higher among the elderly and    those with elevated serum creatinine, high hemoglobin A1c, or high blood    pressure; however, low-dose aspirin did not increase the risk of    positive urine dipstick albumin. There were no significant differences    in annual changes in eGFR between the groups (aspirin, -0.8 +/- 2.9; no    aspirin, -0.9 +/- 2.5 ml/min/1.73m(2)/year).    Conclusion    Long-term low-dose aspirin does not affect eGFR and positive urine    dipstick albumin in patients with type 2 diabetes.}"
ISI:000369548500005,"Duarte, Diego A.; Papadimitriou, Alexandros; Gilbert, Richard E.; Thai, Kerri; Zhang, Yanling; Rosales, Mariana A. B.; Lopes de Faria, Jose B. & Lopes de Faria, Jacqueline M.",Conditioned Medium from Early-Outgrowth Bone Marrow Cells Is Retinal Protective in Experimental Model of Diabetes,{PLOS ONE},{11},{2},{FEB 2},,2016,,,,,,,,,"{Bone marrow-derived cells were demonstrated to improve organ function,    but the lack of cell retention within injured organs suggests that the    protective effects are due to factors released by the cells. Herein, we    tested cell therapy using early outgrowth cells (EOCs) or their    conditioned media (CM) to protect the retina of diabetic animal models    (type 1 and type 2) and assessed the mechanisms by in vitro study.    Control and diabetic (db/db) mice (8 weeks of age) were randomized to    receive a unique intravenous injection of 5x10(5)EOCs or 0.25 ml thrice    weekly tail-vein injections of 10x concentrated CM and Wystar Kyoto rats    rendered diabetic were randomized to receive 0.50 ml thrice weekly    tail-vein injections of 10x concentrated CM. Four weeks later, the    animals were euthanized and the eyes were enucleated. Rat retinal Muller    cells (rMCs) were exposed for 24 h to high glucose (HG), combined or not    with EOC-conditioned medium (EOC-CM) from db/m EOC cultures. Diabetic    animals showed increase in diabetic retinopathy (DR) and oxidative    damage markers; the treatment with EOCs or CM infusions significantly    reduced this damage and re-established the retinal function. In rMCs    exposed to diabetic milieu conditions (HG), the presence of EOC-CM    reduced reactive oxygen species production by modulating the    NADPH-oxidase 4 system, thus upregulating SIRT1 activity and    deacetylating Lys-310-p65-NF.B, decreasing GFAP and VEGF expressions.    The antioxidant capacity of EOC-CM led to the prevention of    carbonylation and nitrosylation posttranslational modifications on the    SIRT1 molecule, preserving its activity. The pivotal role of SIRT1 on    the mode of action of EOCs or their CM was also demonstrated on diabetic    retina. These findings suggest that EOCs are effective as a form of    systemic delivery for preventing the early molecular markers of DR and    its conditioned medium is equally protective revealing a novel    possibility for cell-free therapy for the treatment of DR.}"
ISI:000369550200068,"Vaatainen, Saku; Cederberg, Henna; Roine, Risto; Keinanen-Kiukaanniemi, Sirkka; Saramies, Jouko; Uusitalo, Hannu; Tuomilehto, Jaakko & Martikainen, Janne",Does Future Diabetes Risk Impair Current Quality of Life? A Cross-Sectional Study of Health-Related Quality of Life in Relation to the Finnish Diabetes Risk Score (FINDRISC),{PLOS ONE},{11},{2},{FEB 3},,2016,,,,,,,,,"{Objectives Present study examines the relationship between the estimated    risk of developing type 2 diabetes (T2D) and health-related quality of    life (HRQoL). We quantify the association between Finnish Diabetes Risk    Score (FINDRISC) and HRQoL, and examine the potential use of FINDRISC as    tool to evaluate HRQoL indirectly.    Methods    We conducted a cross-sectional study comprising 707 Finnish people    without a diagnosis of T2D between the ages of 51 and 75 years. The risk    of developing T2D was assessed using the validated and widely used    FINDRISC (range 0-26 points), and quality of life was measured using two    preference-based HRQoL instruments (15D and SF-6D) and one health    profile instrument (SF-36). Effects of the individual FINDRISC items and    demographic and clinical characteristics, such as co-morbidities, on    HRQoL were studied using multivariable Tobit regression models.    Results    Low HRQoL was significantly and directly associated with the estimated    risk of developing T2D. An approximate 4-5 point change in FINDRISC    score was observed to be associated with clinically noticeable changes    in the preference-based instrument HRQoL index scores.    The association between HRQoL and the risk of developing T2D was also    observed for most dimensions of HRQoL in all applied HRQoL instruments.    Overall, old age, lack of physical activity, obesity, and history of    high blood glucose were the FINDRISC factors most prominently associated    with lower HRQoL.    Conclusions    The findings may help the health care professionals to substantiate the    possible improvement in glucose metabolism and HRQoL potentially    achieved by lifestyle changes, and better convince people at high risk    of T2D to take action towards healthier lifestyle habits. FINDRISC may    also provide an accurate proxy for HRQoL, and thus by estimating the    risk of T2D with the FINDRISC, information about patients' HRQoL may    also be obtained indirectly, when it is not feasible to use HRQoL    instruments.}"
ISI:000369889200017,"Lai, Yi-Horng; Wang, Tse-Yao & Yang, Hsieh-Hua",Network-Based Analysis of Comorbidities: Case Study of Diabetes Mellitus,,{540},,,{210-222},2015,,"{2nd International Conference on Multidisciplinary Social Networks Research (MISNC), Matsuyama, JAPAN, SEP 01-03, 2015}",,"{MULTIDISCIPLINARY SOCIAL NETWORKS RESEARCH, MISNC 2015}",,,{Communications in Computer and Information Science},"Wang, L; Uesugi, S; Ting, IH; Okuhara, K & Wang, K","{Comorbidity is the presence of one or more additional disorders or    diseases co-occurring with a primary disease or disorder. The purpose of    this study is to identify diseases that co-occur with diabetes mellitus    and analyze the gender differences. Data was collected from 154,434    diabetes mellitus admission medical records out of 1,377,469 admission    medical records from 1997 to 2010 in Taiwan. In this study, the    comorbidity relationships are presented in the phenotypic disease    network (PDN), and phi-correlation is used to measure the distance    between two diseases on the network. The results show that there is a    high correlation in the following pairs/triad of diseases: diabetes    mellitus (250) and essential hypertension (401), diseases of the    circulatory system (390 similar to 459) are highly correlated. Diabetes    mellitus without mention of complication (2500) and essential    hypertension, unspecified (4019), and diseases of the circulatory system    (390 similar to 459) are highly correlated. Diabetes with renal    manifestations (2504) and nephritis and nephropathy, not specified as    acute or chronic, with other specified pathological lesion in kidney    (5838), and diseases of the genitourinary system (580 similar to 629)    are highly correlated. Diabetes with ophthalmic manifestations (2505)    and diabetic retinopathy (3620), and diseases of the nervous system and    diseases of the sense organs (320 similar to 389) are highly correlated.    Diabetes with neurological manifestations (2506) and polyneuropathy in    diabetes (3572), and diseases of the nervous system and diseases of the    sense organs (320 similar to 389) are highly correlated. Diabetes with    peripheral circulatory disorders (2507) and gangrene (7854), and    symptoms, signs, and ill-defined conditions (780 similar to 799) are    highly correlated. Diabetes with other specified manifestations (2508)    and ulcer of lower limbs, except decubitus (7071), and diseases of the    skin and subcutaneous tissue (680 similar to 709) are highly correlated.}"
